"","SRR6898209","SRR6898210","SRR8094748","SRR8094749","SRR8094750","SRR8094751","SRR6898193","SRR6898194","SRR6898195","SRR6898211"
"GOLGA8G",0,2,0,0,0,0,0,0,0,0
"GOLGA8M",15,8,22,23,48,31,23,77,39,68
"RP11-578F21.6",1,0,3,0,2,0,0,2,1,2
"APBA2",60,46,60,41,76,0,12,23,2,0
"RP13-126C7.1",0,0,0,0,0,0,0,0,0,0
"FAM189A1",2,0,14,4,18,0,6,2,7,4
"NDNL2",326,252,314,384,338,196,262,250,232,200
"RP11-300A12.2",0,0,0,0,0,0,0,0,0,0
"RP11-680F8.1",70,97,161,284,406,169,24,150,124,117
"TJP1",1575,1680,790,488,825,587,745,1404,897,593
"RP11-680F8.3",6,2,20,11,8,24,0,14,3,22
"RP11-143J24.1",0,0,0,0,0,0,0,0,2,0
"CTD-2022H16.1",0,0,0,0,0,0,0,0,0,0
"GOLGA8J",2,4,2,0,7,0,0,11,2,0
"GOLGA8T",9,5,10,3,3,9,1,12,23,15
"RP11-932O9.4",0,0,0,0,0,0,0,0,0,0
"AC026150.5",0,0,0,0,0,0,0,0,0,0
"RP11-382B18.4",0,0,2,0,0,0,0,0,0,0
"CHRFAM7A",4,0,4,0,0,0,4,0,0,0
"GOLGA8R",21,31,29,16,37,30,33,66,45,45
"AC026150.8",8,9,6,6,10,3,10,16,16,24
"GOLGA8Q",53,23,37,15,60,21,26,52,87,72
"GOLGA8H",12,20,14,9,13,3,3,4,6,8
"RP11-932O9.8",2,2,5,2,2,4,0,2,1,3
"RP11-932O9.9",2,4,3,8,7,4,5,4,2,10
"RP11-932O9.7",4,4,0,0,8,0,0,8,3,2
"ARHGAP11B",161,550,3,18,5,10,27,18,18,28
"RP11-932O9.10",1,13,0,2,0,0,0,0,6,2
"FAN1",474,646,148,136,187,270,245,535,211,501
"MTMR10",446,615,527,443,600,785,680,1253,719,781
"TRPM1",0,0,5,0,11,0,0,3,2,4
"RP11-348B17.1",0,0,0,0,0,0,0,0,0,0
"RP11-16E12.1",6,3,21,19,26,13,6,8,10,5
"RP11-16E12.2",19,27,0,7,2,0,2,8,0,0
"KLF13",2071,2794,2180,930,1364,893,1839,1631,1170,925
"OTUD7A",4,1,32,6,24,32,37,24,14,40
"CHRNA7",4,0,12,4,6,0,2,0,0,4
"RP11-717I24.1",0,0,0,0,0,0,0,0,0,0
"GOLGA8K",7,7,4,2,6,5,2,20,9,5
"AC139426.2",0,0,0,0,0,0,0,0,0,0
"GOLGA8O",20,10,22,14,26,21,23,30,32,22
"AC135983.2",0,0,2,0,0,4,7,4,0,4
"RP11-1000B6.3",19,41,21,15,26,13,31,31,35,43
"GOLGA8N",32,34,29,17,36,27,23,48,48,48
"AC123768.4",11,7,23,19,31,11,27,19,26,24
"RP11-1000B6.5",4,2,0,0,0,0,0,0,0,0
"ARHGAP11A",408,1174,20,28,18,4,59,51,22,40
"SCG5",58,125,260,207,204,140,40,277,205,552
"RP11-1000B6.2",1,1,0,0,0,0,0,0,0,0
"RP11-758N13.1",0,2,28,163,312,172,18,63,28,85
"GREM1",0,79,26,140,202,281,110,304,58,534
"FMN1",10,6,36,20,16,8,67,22,0,14
"RP11-489D6.2",0,0,0,0,0,0,0,0,0,0
"RYR3",31,18,16,9,29,4,17,6,7,7
"RP11-3D4.3",18,13,4,0,2,0,4,2,0,10
"RP11-3D4.2",10,6,10,11,12,3,4,7,12,7
"AVEN",328,236,287,224,290,210,252,215,266,227
"CHRM5",2,0,1,0,8,0,1,9,4,9
"EMC7",2076,1953,1021,1138,1282,1138,1053,1284,967,1111
"PGBD4",67,49,4,16,6,30,22,26,32,28
"KATNBL1",617,837,170,247,190,258,269,308,211,345
"EMC4",1436,1282,1355,1485,1405,1110,1317,1383,1135,1277
"SLC12A6",331,444,70,65,40,60,98,211,101,187
"RP11-1084A12.2",0,0,0,0,0,0,0,0,0,0
"NOP10",1678,1723,798,1274,1298,910,942,591,724,656
"NUTM1",6,6,0,0,0,0,0,2,0,0
"LPCAT4",586,1209,135,96,119,10,77,97,31,34
"GOLGA8A",4953,5571,677,519,468,177,351,588,737,365
"GOLGA8B",3767,4360,1148,344,916,391,525,797,1218,561
"CTD-2125J1.1",0,0,0,0,0,0,0,0,0,0
"GJD2",0,0,0,0,0,0,0,0,0,0
"RP11-814P5.1",0,0,0,0,0,0,0,0,0,0
"ACTC1",0,2,0,2,0,0,0,4,4,0
"AQR",1028,974,183,160,159,226,244,459,216,416
"ZNF770",1460,1515,136,140,120,306,272,692,354,1118
"AC114546.1",0,0,0,0,0,0,0,0,0,0
"RP11-463I20.3",0,0,0,0,0,0,0,0,0,0
"RP11-463I20.2",0,0,0,0,0,0,0,0,0,0
"RP11-323I15.5",0,2,0,0,0,0,0,0,0,0
"DPH6",156,203,77,51,47,96,62,105,52,98
"DPH6-AS1",5,3,8,0,4,6,0,12,7,8
"RP11-184D12.1",0,0,0,0,0,0,0,0,0,0
"RP11-684B21.1",0,0,0,0,0,0,0,0,0,0
"RP11-475A13.2",0,0,0,0,0,0,0,0,0,0
"RP11-475A13.1",0,0,0,0,0,0,0,0,0,0
"C15orf41",258,202,69,58,48,38,72,77,41,74
"RP11-16L14.2",0,0,0,0,0,0,0,0,0,0
"MEIS2",903,891,154,148,163,46,231,231,89,90
"RP11-128A17.1",0,0,0,0,0,0,0,0,0,0
"RP11-720L8.1",2,1,8,6,0,0,0,0,0,0
"TMCO5A",2,1,0,0,0,0,0,0,4,0
"RP11-1008C21.1",2,0,0,0,4,0,0,2,0,0
"RP11-1008C21.2",14,20,22,22,10,4,10,2,0,0
"RP11-346D14.1",0,0,0,0,0,0,0,0,0,0
"SPRED1",1086,1006,305,217,283,89,322,269,139,165
"FAM98B",704,771,164,160,144,166,344,303,221,275
"RASGRP1",2,14,20,32,26,2,10,15,0,4
"RP11-102L12.2",6,3,0,0,0,0,0,4,0,0
"RP11-275I4.1",0,0,0,0,0,0,0,0,0,0
"RP11-275I4.2",0,0,0,0,0,0,0,0,0,0
"C15orf53",0,0,0,0,0,0,0,0,0,0
"RP11-326N17.1",0,0,0,0,0,0,0,0,0,0
"RP11-624L4.1",27,60,0,2,4,11,0,4,2,4
"RP11-62C7.2",0,0,0,0,0,0,0,0,0,0
"RP11-265N7.2",0,0,0,0,0,2,0,0,0,0
"RP11-265N7.1",8,12,0,2,4,2,0,0,4,8
"C15orf54",0,0,0,0,0,0,0,2,0,0
"RP11-462P6.1",0,0,0,0,0,0,0,0,0,0
"RP11-624L4.2",0,0,0,0,0,0,1,2,0,0
"RP11-27M9.1",0,0,0,0,0,0,0,0,0,0
"THBS1",6496,9066,1899,787,1161,450,281,1746,1553,17175
"CTD-2033D15.1",0,0,0,0,0,0,0,0,0,0
"FSIP1",12,6,2,4,0,0,2,0,2,0
"RP11-37C7.3",14,11,0,2,2,0,4,0,0,0
"GPR176",160,26,65,14,28,2,10,28,6,6
"RP11-325N19.3",2,2,0,0,0,0,0,0,0,0
"EIF2AK4",1875,1754,337,448,386,362,604,1330,672,979
"SRP14",5103,4506,3361,4670,3391,2932,3158,2625,2796,2845
"SRP14-AS1",96,158,34,46,56,22,6,90,96,104
"RP11-521C20.2",0,2,0,0,0,0,0,0,2,2
"BMF",78,123,175,272,234,61,229,236,53,45
"RP11-521C20.3",0,0,0,0,0,0,0,0,0,0
"BUB1B",263,891,2,10,2,0,12,23,2,22
"PAK6",0,6,8,6,0,4,1,0,0,0
"RP11-133K1.2",0,0,0,0,0,0,0,0,0,0
"C15orf56",0,0,0,0,0,0,0,0,0,0
"PLCB2",1,1,722,754,872,80,744,422,0,64
"ANKRD63",0,0,0,3,2,0,1,0,0,0
"PLCB2-AS1",0,0,0,0,0,0,0,1,0,0
"RP11-133K1.6",0,2,0,0,0,0,0,0,0,4
"LINC00984",53,64,75,78,84,27,91,46,12,42
"C15orf52",197,219,309,86,244,54,89,151,30,36
"PHGR1",0,6,6,0,0,0,8,17,17,7
"DISP2",4,0,14,41,21,0,4,12,13,4
"RP11-64K12.4",0,0,0,0,0,0,0,0,0,0
"LINC00594",0,0,0,0,0,0,0,0,0,0
"KNSTRN",318,624,75,85,115,114,108,199,91,272
"IVD",2183,2267,4535,5417,6241,6303,5835,12038,7631,8907
"BAHD1",620,921,473,420,532,401,508,806,698,190
"RP11-64K12.9",0,0,1,0,1,0,0,2,2,0
"RP11-64K12.8",0,0,0,1,2,0,0,8,2,0
"CHST14",190,189,300,234,386,166,270,242,206,104
"RP11-111A22.1",2,6,4,0,2,0,0,4,0,1
"C15orf57",279,212,43,66,89,74,90,65,54,83
"RPUSD2",208,279,194,199,265,184,177,204,176,118
"CASC5",369,748,36,54,64,50,35,261,90,166
"RAD51",89,225,9,14,11,4,17,22,23,34
"RMDN3",1137,1295,1025,1101,1442,1282,1438,1612,1417,1263
"GCHFR",537,589,1772,3102,2493,1449,3825,2106,2604,2041
"DNAJC17",174,262,224,269,353,199,310,316,320,195
"C15orf62",42,56,56,40,54,38,119,67,79,44
"ZFYVE19",494,567,287,548,839,509,728,592,539,529
"PPP1R14D",6,0,3,0,0,4,2,7,2,0
"RP11-532F12.5",14,9,18,0,3,0,6,2,0,2
"SPINT1",1181,1514,238,51,44,10,91,78,34,18
"RHOV",18,22,2,0,0,0,0,2,2,0
"VPS18",1351,1094,564,422,670,478,520,543,326,251
"RP11-540O11.1",0,3,0,2,2,0,0,2,0,0
"DLL4",21,9,188,196,162,6,208,190,0,6
"CHAC1",86,883,100,46,1011,705,58,54,28,13
"INO80",595,810,358,302,370,265,511,594,353,362
"RP11-540O11.6",0,0,0,0,0,0,3,1,1,1
"RP11-540O11.7",0,0,0,4,0,0,1,1,0,0
"RP11-540O11.4",1,0,2,2,3,0,0,0,0,0
"EXD1",4,2,0,0,2,0,0,0,0,2
"CHP1",5309,7161,3452,3824,3093,3435,5285,8083,6961,5764
"OIP5",74,200,13,20,14,1,20,34,15,13
"NUSAP1",362,915,64,122,46,68,162,120,62,94
"NDUFAF1",353,397,540,685,571,656,755,770,674,590
"RTF1",1925,2126,542,507,625,662,1337,1382,1273,1047
"ITPKA",114,379,40,81,160,56,7,64,21,26
"LTK",14,0,370,422,394,6,61,247,2,12
"RPAP1",793,1157,209,232,369,192,470,497,392,232
"TYRO3",608,928,92,57,50,0,40,96,4,78
"RP11-380D11.2",0,0,0,0,0,0,0,0,0,0
"MGA",1299,1370,203,130,192,171,304,590,328,442
"RP11-107F6.3",15,16,2,4,2,8,14,4,2,4
"MAPKBP1",502,634,167,130,258,85,175,197,140,94
"AC073657.1",6,0,0,0,0,0,0,1,3,0
"RP11-23P13.4",0,0,0,0,0,0,0,0,0,0
"PLA2G4B",8,12,8,2,4,7,9,10,21,3
"JMJD7",1,11,1,0,2,0,0,4,2,0
"JMJD7-PLA2G4B",75,122,45,35,75,45,75,122,152,34
"SPTBN5",68,60,165,50,74,32,240,24,26,13
"RP11-23P13.6",41,30,62,45,37,13,64,25,14,7
"RP11-23P13.7",24,30,46,6,14,17,39,15,16,6
"EHD4",718,1161,757,460,331,202,563,435,262,172
"CTD-2382E5.4",0,6,0,0,0,0,2,1,0,2
"CTD-2382E5.1",0,0,0,0,2,2,0,0,0,0
"PLA2G4E",4,2,0,0,0,0,0,2,2,0
"CTD-2382E5.2",0,0,0,0,0,0,0,0,0,0
"PLA2G4D",0,0,0,0,0,0,0,0,2,0
"PLA2G4F",0,0,0,0,0,0,0,0,0,2
"VPS39",1325,1277,832,586,959,400,839,792,714,488
"RP11-546B15.1",1,2,0,2,2,1,1,0,0,1
"TMEM87A",683,509,565,249,227,346,412,436,352,791
"GANC",252,241,421,159,212,218,238,301,350,602
"CAPN3",130,90,928,280,359,187,410,480,857,340
"ZNF106",2245,2564,474,408,521,286,841,1102,665,882
"SNAP23",1098,1274,241,266,242,257,410,447,298,415
"RP11-265N6.1",0,0,0,0,0,0,0,0,0,0
"LRRC57",228,241,64,82,101,61,82,123,76,151
"HAUS2",380,520,126,95,81,79,171,170,177,189
"RP11-265N6.2",0,0,0,0,0,0,0,0,0,0
"STARD9",182,192,100,41,70,8,34,62,5,3
"CDAN1",371,461,280,368,616,210,301,569,420,140
"TTBK2",371,488,103,111,168,69,140,222,171,200
"CTD-2036P10.3",0,0,0,0,0,0,0,0,0,0
"UBR1",1243,1279,219,168,217,370,215,468,204,403
"EPB42",19,19,22,14,29,14,25,18,9,32
"TMEM62",230,181,149,163,212,214,180,289,174,271
"RP11-473C18.3",0,2,0,0,0,0,0,0,0,0
"CCNDBP1",518,532,306,479,481,551,453,553,417,476
"TGM5",2,0,0,0,0,0,0,0,0,0
"TGM7",0,0,0,0,0,0,0,0,0,0
"RP11-402F9.3",0,0,0,0,0,0,0,0,0,0
"LCMT2",198,207,134,117,128,152,90,160,130,171
"ADAL",129,242,57,89,111,145,68,232,127,227
"ZSCAN29",804,749,207,152,206,174,241,317,218,274
"TUBGCP4",803,1008,163,102,210,193,297,379,227,293
"TP53BP1",1774,2167,147,157,170,145,214,321,146,188
"MAP1A",355,46,34,14,10,0,8,14,8,6
"PPIP5K1",820,1130,166,198,156,129,140,251,104,118
"CKMT1B",11,46,0,0,0,0,4,4,0,0
"STRC",21,26,12,4,16,0,11,23,16,4
"CATSPER2",49,92,64,51,45,14,23,61,33,25
"CKMT1A",12,42,6,0,0,0,8,7,2,4
"PDIA3",16405,20234,5925,5002,5785,5889,22416,7227,5933,6103
"ELL3",17,29,0,3,2,0,2,7,2,2
"RP11-296A16.1",0,0,0,0,0,0,0,0,0,0
"SERF2",10332,10528,16079,20340,15973,7449,8727,6730,8218,5346
"AC018512.1",0,0,0,1,2,0,0,2,0,0
"SERINC4",0,0,0,0,0,0,0,0,0,0
"HYPK",52,118,6,4,3,13,16,12,12,16
"MFAP1",1214,1291,220,238,291,268,264,387,301,313
"WDR76",153,301,12,12,12,22,26,62,10,24
"FRMD5",163,280,0,0,0,0,2,4,8,0
"CASC4",3660,3740,894,981,954,784,1707,1733,1428,1933
"RP11-616K22.2",0,0,1,0,0,0,0,0,0,0
"RP11-516C1.1",5,2,0,0,0,0,0,0,0,0
"CTDSPL2",633,1033,172,193,257,317,242,418,315,417
"CTD-2329K10.1",2,6,0,0,0,2,0,4,0,0
"EIF3J-AS1",128,143,64,52,90,70,55,84,58,70
"EIF3J",2244,2586,774,576,785,867,1950,1273,1077,1169
"SPG11",1693,2076,455,406,463,498,770,1166,674,966
"PATL2",21,15,22,38,39,2,6,22,25,31
"B2M",25544,20810,43843,51757,39193,23101,28117,34834,20782,33989
"TRIM69",439,338,266,350,254,122,236,212,179,152
"CTD-2008A1.1",552,567,1049,1371,1698,1641,734,2344,3707,2672
"C15orf43",0,2,29,30,23,8,2,24,48,61
"SORD",3492,3580,5429,7104,8344,10704,4726,16491,10166,15844
"RP11-109D20.1",0,0,1,4,1,0,0,5,1,4
"RP11-109D20.2",0,0,0,0,0,0,0,0,0,0
"DUOX2",556,486,54,4,4,0,86,225,69,18
"DUOXA2",68,91,8,2,0,0,6,33,11,0
"DUOXA1",11,8,2,2,0,0,0,3,4,0
"DUOX1",153,193,19,19,14,4,58,38,45,4
"CTD-2651B20.1",0,0,0,0,0,0,0,0,0,0
"SHF",844,810,579,1167,1795,811,1032,956,734,528
"RP11-519G16.2",0,0,0,0,1,0,0,1,1,0
"SNORA11",0,0,0,0,0,0,0,0,0,0
"CTD-2651B20.3",0,0,2,0,4,2,0,0,0,5
"SLC28A2",5,3,0,2,0,5,1,16,4,9
"GATM",4265,7711,35970,29421,33821,44667,17976,61903,32474,59274
"SPATA5L1",352,438,189,204,251,174,230,261,244,213
"C15orf48",1,4,19,8,10,0,13,18,3,2
"RP11-519G16.5",0,0,0,0,0,0,0,0,4,0
"RP11-519G16.3",1,3,0,0,0,0,2,2,0,0
"SLC30A4",274,410,92,72,74,99,140,136,112,216
"RP11-96O20.2",0,0,0,0,0,0,0,0,0,0
"BLOC1S6",1943,1644,468,398,432,363,780,820,570,928
"RP11-96O20.4",0,0,0,0,0,0,0,0,0,0
"SQRDL",280,193,451,522,685,464,507,427,490,297
"RP11-718O11.1",3,6,0,0,0,0,0,0,0,0
"RP11-627D16.1",0,0,0,0,0,0,0,0,0,0
"FKSG62",8,4,8,28,41,9,6,55,37,14
"SEMA6D",254,2,42,50,96,8,22,36,0,23
"CTD-2050N2.1",0,0,4,0,0,0,0,0,0,0
"RP11-142J21.1",0,0,0,0,0,0,0,0,0,0
"RP11-552E10.1",0,0,0,0,0,0,0,0,0,0
"RP11-198M11.2",0,0,0,0,0,0,0,0,0,0
"RP11-208K4.1",0,0,0,0,0,0,0,0,0,0
"CTD-2007H18.1",0,0,0,0,0,0,0,0,0,0
"SLC24A5",25,23,2,0,0,0,0,2,0,1
"MYEF2",381,1284,12,7,4,0,0,11,6,3
"RP11-605F22.2",0,0,0,0,0,0,0,0,0,0
"CTXN2",0,0,0,0,0,0,0,0,0,0
"SLC12A1",0,0,0,2,4,0,2,6,0,6
"RP11-605F22.1",0,0,0,0,0,0,0,0,0,0
"RP11-154J22.1",2,2,0,2,0,5,4,0,1,0
"DUT",794,980,487,554,590,427,377,515,530,554
"FBN1",2313,236,324,100,140,9,46,108,28,18
"RP11-227D13.1",2,4,0,0,0,0,4,0,0,0
"CEP152",170,304,10,14,22,10,40,45,14,51
"RP11-227D13.4",1,0,0,0,0,0,0,0,0,0
"RP11-485O10.2",0,0,0,4,2,3,6,0,3,6
"RP11-485O10.3",0,0,0,0,0,0,0,0,0,0
"SHC4",22,2,0,6,10,2,1,4,4,2
"EID1",5356,3675,2284,2196,1928,2008,1516,2221,1836,2205
"RP11-138E16.1",0,0,0,0,0,0,0,0,0,0
"SECISBP2L",1899,1811,474,388,443,746,490,1218,735,1122
"RP11-325E5.1",8,4,0,0,4,2,0,0,0,0
"COPS2",2781,2549,574,656,491,784,963,818,738,1075
"GALK2",447,604,110,142,242,346,472,242,229,274
"FAM227B",51,38,20,40,21,55,44,97,90,150
"FGF7",678,18,10,16,12,0,3,0,6,0
"DTWD1",555,409,116,116,122,166,129,200,170,263
"ATP8B4",29,4,83,74,82,30,144,95,62,83
"CTD-2647E9.3",0,0,0,0,0,0,0,0,0,0
"SLC27A2",380,523,2955,3215,2523,3234,6760,5478,5619,5412
"HDC",3,0,42,20,21,21,21,45,22,27
"GABPB1",354,376,271,195,217,160,191,352,251,377
"CTD-3110H11.1",21,43,2,4,10,4,1,5,6,2
"USP8",1716,2015,399,346,354,584,675,1039,625,996
"RP11-562A8.5",4,3,4,0,0,0,1,0,2,4
"RP11-562A8.4",6,3,5,0,0,2,3,0,3,4
"USP50",1,1,4,0,8,0,11,6,8,10
"TRPM7",1643,2029,412,436,565,1273,833,1158,1234,2341
"RP11-120K9.2",21,26,2,12,30,13,46,29,30,38
"SPPL2A",1463,1251,510,843,730,1139,1121,803,722,1544
"RP11-507J18.2",0,0,0,0,0,0,0,0,3,0
"AP4E1",518,596,97,82,82,64,161,244,139,191
"RP11-108K3.1",0,3,0,0,0,0,0,0,0,0
"TNFAIP8L3",66,71,50,36,22,2,132,16,16,4
"CYP19A1",83,256,0,0,0,0,0,0,0,31
"RP11-108K3.2",0,0,0,0,0,0,0,0,0,0
"GLDN",0,8,6,2,6,2,30,0,2,2
"RP11-707P17.1",0,1,0,0,0,0,0,0,0,0
"DMXL2",1342,1611,212,144,228,128,184,414,160,307
"RP11-707P17.2",24,21,2,1,4,4,2,5,6,6
"SCG3",2,4,2,2,0,0,2,0,0,0
"RP11-313P18.2",0,0,0,0,0,0,2,0,0,0
"RP11-313P18.1",0,0,0,0,0,1,0,0,0,0
"LYSMD2",232,117,360,386,394,252,352,294,323,181
"TMOD2",413,119,46,72,30,12,52,82,10,24
"TMOD3",1894,2277,317,442,288,283,567,755,573,490
"RP11-56B16.5",1,0,0,0,0,0,0,0,1,0
"RP11-56B16.4",0,0,0,0,0,0,0,0,0,0
"LEO1",1115,1256,225,254,232,258,550,489,303,292
"MAPK6",3980,5806,586,513,422,726,1038,1120,837,1350
"CTD-2650P22.1",0,6,10,0,0,0,0,2,0,6
"CTD-2184D3.5",7,1,3,1,2,0,2,6,12,3
"CTD-2184D3.3",0,0,6,0,0,0,0,0,0,0
"BCL2L10",10,44,129,593,245,173,84,99,134,128
"CTD-2184D3.6",11,6,2,6,4,11,4,15,11,16
"GNB5",519,694,207,250,178,155,295,343,313,213
"CTD-2184D3.7",2,1,2,0,2,0,0,2,4,2
"RP11-430B1.2",7,16,1,2,6,2,4,4,2,0
"MYO5C",596,681,65,50,65,111,190,155,100,124
"MYO5A",312,146,122,122,78,16,150,84,22,64
"ARPP19",3962,4756,866,756,590,702,950,1379,986,1420
"RP11-23N2.4",16,17,1,1,7,7,4,13,6,42
"FAM214A",583,460,606,527,389,520,590,1187,896,1782
"ONECUT1",275,561,206,125,148,143,179,714,149,283
"RP11-209K10.2",11,9,79,89,60,29,29,68,54,61
"RP11-209E8.1",2,0,6,0,0,0,4,1,13,7
"WDR72",143,333,789,1032,516,1124,708,2773,1937,3396
"RP11-643A5.2",2,0,0,0,0,0,0,0,0,0
"UNC13C",4,2,0,0,0,0,2,0,0,1
"RP11-548M13.1",0,0,0,0,0,0,0,0,0,0
"RSL24D1",2701,2864,902,1014,959,1024,761,1040,978,1148
"RAB27A",564,449,452,347,459,412,1725,616,898,788
"RP11-139H15.1",114,109,123,105,115,102,125,140,85,154
"PIGB",218,213,85,52,65,126,129,87,92,79
"CCPG1",1441,2112,927,1021,940,1846,3313,2597,1994,3305
"C15orf65",2,4,6,12,4,8,6,6,2,3
"DYX1C1",40,25,5,10,2,0,10,2,0,0
"PYGO1",54,14,10,4,4,0,0,0,0,0
"PRTG",29,905,2,7,2,0,2,2,0,2
"RP11-420M1.2",0,0,0,0,0,0,0,0,0,0
"NEDD4",1448,1673,215,256,420,612,342,709,551,1276
"RFX7",818,1060,88,63,98,143,135,248,114,139
"TEX9",76,100,15,2,0,0,14,12,6,11
"RP11-48G14.2",0,0,0,0,0,0,0,0,0,0
"RP11-48G14.1",0,0,0,0,0,0,0,1,0,0
"MNS1",106,134,20,4,22,2,2,38,10,12
"ZNF280D",836,883,434,337,431,542,522,707,478,798
"TCF12",1637,1799,318,310,380,402,472,721,349,749
"LINC00926",37,49,33,27,32,13,37,34,39,6
"RP11-358M11.3",0,0,0,0,0,0,0,0,0,0
"CGNL1",1163,1183,1299,1461,2199,2238,2127,3851,3669,3314
"CTD-2515H24.3",0,1,2,0,0,10,0,0,0,2
"CTD-2515H24.4",0,0,2,1,0,0,0,1,3,3
"GCOM1",2,7,0,0,0,0,0,2,0,0
"MYZAP",4,0,0,0,0,0,0,0,0,0
"POLR2M",643,656,190,170,207,142,163,258,172,259
"RP11-344A16.2",0,0,0,0,0,0,0,1,0,0
"ALDH1A2",60,49,227,198,181,143,141,126,94,95
"CTD-2330J20.2",0,0,0,0,0,0,0,0,0,0
"AQP9",35,8,6703,8158,7544,11031,6572,16871,13551,25322
"LIPC",3954,3116,1996,2256,2558,3087,3371,7052,4264,5838
"RP11-355N15.1",17,0,0,2,2,2,6,9,5,5
"RP11-50C13.1",54,62,11,24,5,8,19,14,7,7
"ADAM10",5017,5510,699,631,671,881,1340,1860,941,1350
"RP11-30K9.6",4,8,0,2,2,2,0,0,2,3
"FAM63B",701,761,130,121,133,102,227,358,186,248
"RP11-30K9.5",32,35,17,13,10,17,6,18,1,39
"RNF111",691,844,157,170,248,252,293,449,281,366
"SLTM",1806,1695,773,679,643,520,1214,1500,1352,1628
"AC025918.2",0,0,1,2,0,1,0,0,2,0
"CCNB2",237,622,22,18,6,2,28,17,2,14
"MYO1E",1606,2078,547,1022,920,1021,1155,2051,1653,979
"C15ORF31",0,0,0,0,0,0,0,0,0,0
"LDHAL6B",4,0,2,0,2,4,2,7,8,2
"FAM81A",16,44,8,8,0,0,1,6,6,12
"GCNT3",575,808,34,4,10,0,10,26,6,12
"GTF2A2",836,877,566,870,632,749,606,599,576,647
"BNIP2",1370,1666,777,703,614,756,880,1103,952,1039
"RP11-361D15.2",5,2,0,0,2,1,1,8,7,5
"FOXB1",0,0,0,0,0,0,0,0,0,0
"RP11-82L7.4",0,0,0,0,0,0,0,0,0,0
"ANXA2",14713,12736,3248,1311,1872,1870,1023,1593,1183,1087
"NARG2",1046,1237,368,272,284,327,227,605,425,748
"RP11-219B17.1",2,7,6,3,0,1,1,1,17,20
"RORA",519,472,2269,581,696,1149,931,3345,2328,4885
"CTD-2501E16.2",0,0,0,0,0,0,0,4,0,0
"RP11-219B17.2",0,0,0,0,0,0,0,0,4,0
"RP11-554D20.1",0,0,0,6,1,0,5,0,2,2
"RP11-39M21.1",2,0,4,0,2,0,2,2,4,0
"RP11-39M21.2",0,1,7,0,1,0,0,0,0,0
"RP11-507B12.2",0,0,2,0,0,0,0,0,0,0
"RP11-259A24.1",0,0,0,0,0,0,0,0,0,0
"RP11-507B12.1",0,0,0,0,0,0,0,0,0,0
"RP11-162I7.1",0,0,0,0,0,0,0,0,0,0
"RP11-16B9.1",1,0,0,0,0,0,0,0,0,0
"VPS13C",3116,3164,433,403,368,272,574,1030,548,701
"RP11-643M14.1",0,0,0,8,0,0,0,0,0,0
"C2CD4A",29,110,20,18,8,5,8,10,52,0
"C2CD4B",10,30,276,637,259,2,28,122,12,6
"RP11-299H22.1",0,0,0,0,0,0,0,0,0,0
"RP11-1O10.1",0,0,0,0,0,0,0,0,0,0
"RP11-299H22.6",0,2,0,0,0,4,0,1,0,0
"RP11-299H22.7",0,0,0,0,0,0,0,0,0,0
"TLN2",378,808,152,149,145,95,389,146,371,209
"RP11-625H11.1",0,2,0,0,0,0,0,0,0,0
"RP11-625H11.2",0,0,0,0,3,0,0,0,0,0
"RP11-1069G10.1",0,3,20,7,4,36,74,38,38,131
"RP11-1069G10.2",0,6,0,0,0,0,0,2,0,0
"TPM1",5238,4766,1380,689,425,370,647,894,654,585
"RP11-244F12.3",66,115,22,6,4,4,0,5,3,12
"RP11-244F12.2",0,0,0,0,0,0,0,0,0,0
"RP11-69G7.1",0,0,0,2,0,0,0,0,0,0
"LACTB",960,1597,620,760,634,690,1117,720,664,812
"RPS27L",5741,5706,1865,3302,2074,1446,892,1196,1298,1124
"RAB8B",1930,3337,300,210,192,130,292,370,92,286
"APH1B",571,942,182,92,80,26,126,54,0,29
"CA12",2083,3516,6,0,24,16,61,98,100,22
"RP11-321G12.1",0,1,0,0,0,0,0,0,0,0
"AC007950.1",0,0,2,0,0,0,0,0,0,0
"USP3",748,1098,262,172,258,178,259,259,261,166
"USP3-AS1",8,15,7,2,18,19,2,12,13,12
"FBXL22",8,13,0,0,5,1,0,3,0,8
"HERC1",1245,2049,754,468,675,372,673,1027,561,661
"RP11-317G6.1",0,3,0,0,0,0,0,0,0,0
"DAPK2",11,62,93,103,93,14,37,119,49,15
"RP11-111E14.1",0,2,0,0,0,0,0,0,2,0
"FAM96A",1537,1725,1505,2591,1569,1737,2245,1505,1779,2227
"SNX1",2420,2301,1489,1598,1540,1363,1904,1735,1696,1674
"SNX22",81,109,61,88,55,23,211,37,86,55
"PPIB",4884,5200,1667,1534,2179,2649,4970,1669,1393,1466
"CSNK1G1",763,847,73,27,98,26,134,135,104,100
"CTD-2116N17.1",3,3,0,2,0,0,1,0,2,0
"KIAA0101",208,473,13,24,21,10,9,31,9,16
"TRIP4",503,504,177,158,163,183,202,241,185,212
"ZNF609",1583,2259,365,276,425,324,778,888,480,538
"OAZ2",2078,2072,1229,1530,1980,1363,1415,2415,1365,1485
"AC100830.4",0,0,0,0,0,0,0,0,0,0
"AC100830.5",4,8,2,0,0,1,1,0,1,0
"AC100830.3",0,5,2,2,0,0,4,11,8,8
"RBPMS2",30,116,110,166,240,97,202,76,105,54
